Date,Open
10-May-96,5478.03
9-May-96,5474.06
8-May-96,5420.95
7-May-96,5464.31
6-May-96,5478.03
3-May-96,5498.27
2-May-96,5575.22
1-May-96,5569.08
30-Apr-96,5573.41
29-Apr-96,5567.99
26-Apr-96,5566.91
25-Apr-96,5553.90
24-Apr-96,5588.59
23-Apr-96,5564.74
22-Apr-96,5535.48
19-Apr-96,5551.74
18-Apr-96,5549.93
17-Apr-96,5620.02
16-Apr-96,5592.92
15-Apr-96,5532.59
12-Apr-96,5487.07
11-Apr-96,5485.98
10-Apr-96,5560.41
9-Apr-96,5594.37
8-Apr-96,5624.71
4-Apr-96,5689.74
3-Apr-96,5671.68
2-Apr-96,5637.72
1-Apr-96,5587.14
29-Mar-96,5630.85
28-Mar-96,5626.88
27-Mar-96,5670.60
26-Mar-96,5643.86
25-Mar-96,5636.64
22-Mar-96,5626.88
21-Mar-96,5655.42
20-Mar-96,5669.51
19-Mar-96,5683.60
18-Mar-96,5584.97
15-Mar-96,5586.06
14-Mar-96,5568.72
13-Mar-96,5583.89
12-Mar-96,5581.00
11-Mar-96,5470.45
8-Mar-96,5612.79
7-Mar-96,5629.77
6-Mar-96,5642.42
5-Mar-96,5600.15
4-Mar-96,5536.56
1-Mar-96,5485.62
29-Feb-96,5506.21
28-Feb-96,5549.21
27-Feb-96,5565.10
26-Feb-96,5630.49
23-Feb-96,5608.46
22-Feb-96,5515.97
21-Feb-96,5458.53
20-Feb-96,5503.32
16-Feb-96,5551.37
15-Feb-96,5579.55
14-Feb-96,5601.23
13-Feb-96,5600.15
12-Feb-96,5541.62
9-Feb-96,5539.45
8-Feb-96,5492.12
7-Feb-96,5459.61
6-Feb-96,5407.59
5-Feb-96,5373.99
2-Feb-96,5405.06
1-Feb-96,5395.30
31-Jan-96,5381.21
30-Jan-96,5304.98
29-Jan-96,5271.75
26-Jan-96,5216.83
25-Jan-96,5242.84
24-Jan-96,5192.27
23-Jan-96,5219.36
22-Jan-96,5184.68
19-Jan-96,5124.35
18-Jan-96,5066.90
17-Jan-96,5088.22
16-Jan-96,5043.78
15-Jan-96,5061.12
12-Jan-96,5065.10
11-Jan-96,5032.94
10-Jan-96,5130.13
9-Jan-96,5197.70
8-Jan-96,5181.43
5-Jan-96,5173.84
4-Jan-96,5194.07
3-Jan-96,5177.45
2-Jan-96,5117.12
29-Dec-95,5095.80
28-Dec-95,5105.92
27-Dec-95,5110.26
26-Dec-95,5097.97
22-Dec-95,5096.53
21-Dec-95,5059.32
20-Dec-95,5109.89
19-Dec-95,5075.21
18-Dec-95,5159.39
15-Dec-95,5182.15
14-Dec-95,5216.47
13-Dec-95,5174.92
12-Dec-95,5184.32
11-Dec-95,5156.86
8-Dec-95,5159.39
7-Dec-95,5199.13
6-Dec-95,5177.45
5-Dec-95,5139.52
4-Dec-95,5087.13
1-Dec-95,5074.49
30-Nov-95,5105.56
29-Nov-95,5078.10
28-Nov-95,5070.88
27-Nov-95,5048.84
24-Nov-95,5041.61
22-Nov-95,5023.55
21-Nov-95,4983.09
20-Nov-95,4989.95
17-Nov-95,4969.36
16-Nov-95,4922.75
15-Nov-95,4871.81
14-Nov-95,4872.90
13-Nov-95,4870.37
10-Nov-95,4864.23
9-Nov-95,4852.67
8-Nov-95,4797.03
7-Nov-95,4814.01
6-Nov-95,4825.57
3-Nov-95,4808.59
2-Nov-95,4766.68
1-Nov-95,4755.48
31-Oct-95,4756.57
30-Oct-95,4741.75
27-Oct-95,4703.82
26-Oct-95,4753.68
25-Oct-95,4783.66
24-Oct-95,4755.48
23-Oct-95,4794.86
20-Oct-95,4802.45
19-Oct-95,4777.52
18-Oct-95,4795.95
17-Oct-95,4784.38
16-Oct-95,4793.78
13-Oct-95,4764.88
12-Oct-95,4735.25
11-Oct-95,4720.80
10-Oct-95,4726.22
9-Oct-95,4769.21
6-Oct-95,4762.71
5-Oct-95,4740.67
4-Oct-95,4749.70
3-Oct-95,4761.26
2-Oct-95,4789.08
29-Sep-95,4787.64
28-Sep-95,4762.35
27-Sep-95,4765.60
26-Sep-95,4769.93
25-Sep-95,4764.15
22-Sep-95,4767.40
21-Sep-95,4792.69
20-Sep-95,4767.04
19-Sep-95,4780.41
18-Sep-95,4797.57
15-Sep-95,4801.80
14-Sep-95,4765.52
13-Sep-95,4747.21
12-Sep-95,4704.94
11-Sep-95,4700.72
8-Sep-95,4669.72
7-Sep-95,4683.81
6-Sep-95,4670.08
5-Sep-95,4647.54
1-Sep-95,4610.56
31-Aug-95,4604.57
30-Aug-95,4608.44
29-Aug-95,4594.00
28-Aug-95,4601.40
25-Aug-95,4580.62
24-Aug-95,4584.85
23-Aug-95,4620.42
22-Aug-95,4614.78
21-Aug-95,4617.60
18-Aug-95,4630.63
17-Aug-95,4639.08
16-Aug-95,4640.84
15-Aug-95,4659.86
14-Aug-95,4618.30
11-Aug-95,4643.66
10-Aug-95,4671.49
9-Aug-95,4693.32
8-Aug-95,4693.32
7-Aug-95,4683.46
4-Aug-95,4701.42
3-Aug-95,4690.15
2-Aug-95,4700.37
1-Aug-95,4708.47
31-Jul-95,4715.51
28-Jul-95,4732.77
27-Jul-95,4707.06
26-Jul-95,4714.45
25-Jul-95,4668.67
24-Jul-95,4641.55
21-Jul-95,4641.55
20-Jul-95,4628.87
19-Jul-95,4686.28
18-Jul-95,4734.53
17-Jul-95,4708.82
14-Jul-95,4727.48
13-Jul-95,4727.29
12-Jul-95,4680.60
11-Jul-95,4702.39
10-Jul-95,4702.73
7-Jul-95,4664.00
6-Jul-95,4615.23
5-Jul-95,4585.15
3-Jul-95,4556.10
30-Jun-95,4550.56
29-Jun-95,4556.79
28-Jun-95,4542.61
27-Jun-95,4551.25
26-Jun-95,4585.84
23-Jun-95,4589.64
22-Jun-95,4547.10
21-Jun-95,4550.56
20-Jun-95,4553.68
19-Jun-95,4510.79
16-Jun-95,4496.27
15-Jun-95,4491.08
14-Jun-95,4484.51
13-Jun-95,4446.46
12-Jun-95,4423.99
9-Jun-95,4458.57
8-Jun-95,4462.03
7-Jun-95,4485.20
6-Jun-95,4476.55
5-Jun-95,4444.39
2-Jun-95,4472.75
1-Jun-95,4465.14
31-May-95,4378.68
30-May-95,4369.00
26-May-95,4412.23
25-May-95,4427.44
24-May-95,4436.44
23-May-95,4395.63
22-May-95,4341.33
19-May-95,4340.64
18-May-95,4422.60
17-May-95,4435.05
16-May-95,4437.47
15-May-95,4430.56
12-May-95,4411.19
11-May-95,4404.62
10-May-95,4390.78
9-May-95,4383.87
8-May-95,4343.40
5-May-95,4359.66
4-May-95,4373.15
3-May-95,4328.88
2-May-95,4316.08
1-May-95,4321.27
28-Apr-95,4314.70
27-Apr-95,4299.83
26-Apr-95,4300.17
25-Apr-95,4303.98
24-Apr-95,4270.09
21-Apr-95,4230.66
20-Apr-95,4207.49
19-Apr-95,4179.13
18-Apr-95,4195.38
17-Apr-95,4208.18
13-Apr-95,4197.81
12-Apr-95,4187.08
11-Apr-95,4198.15
10-Apr-95,4192.62
7-Apr-95,4205.41
6-Apr-95,4200.57
5-Apr-95,4201.61
4-Apr-95,4168.41
3-Apr-95,4157.69
31-Mar-95,4172.56
30-Mar-95,4160.80
29-Mar-95,4151.81
28-Mar-95,4157.34
27-Mar-95,4138.67
24-Mar-95,4087.83
23-Mar-95,4082.99
